@relation data

@attribute common numeric
@attribute adamic numeric
@attribute jaccards numeric
@attribute class {1,0}

@data
1, 0.128975044425, 0.00280112044818, 0
34, 0.142528164241, 0.00280112044818, 0
1, 0.136564163955, 0.00280112044818, 0
1, 0.140838743549, 0.00280112044818, 0
1, 0.133471434714, 0.00280112044818, 0
1, 0.154405254037, 0.00280112044818, 0
1, 0.1658254364, 0.00280112044818, 0
1, 0.168712198451, 0.00280112044818, 0
1, 0.165646488528, 0.00280112044818, 0
1, 0.14070589272, 0.00280112044818, 0
1, 0.171576213133, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.145635280279, 0.00280112044818, 0
1, 0.133337119385, 0.00280112044818, 0
1, 0.144088663462, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.338794622847, 0.00560224089636, 1
1, 0.191054576196, 0.00280112044818, 0
1, 0.175423812702, 0.00280112044818, 0
1, 0.153434173731, 0.00280112044818, 0
2, 0.187591450588, 0.00280112044818, 0
1, 0.164268447665, 0.00280112044818, 1
1, 0.157670655672, 0.00280112044818, 0
1, 0.140838743549, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.152069303505, 0.00280112044818, 1
1, 0.130714186195, 0.00280112044818, 0
2, 0.304842853286, 0.00560224089636, 1
3, 0.149318506904, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.154910961381, 0.00280112044818, 0
1, 0.144815003472, 0.00280112044818, 0
1, 0.399456363771, 0.00840336134454, 0
1, 0.135530257417, 0.00280112044818, 0
5, 0.136564163955, 0.00280112044818, 0
1, 0.874393527349, 0.0140056022409, 0
1, 0.14954444225, 0.00280112044818, 0
1, 0.136564163955, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 1
1, 0.146123110929, 0.00280112044818, 0
9, 0.998425291237, 0.0196078431373, 0
1, 0.140838743549, 0.00280112044818, 0
1, 0.28895069644, 0.00560224089636, 0
1, 0.131939154941, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 1
1, 0.129899347875, 0.00280112044818, 0
1, 0.155966189012, 0.00280112044818, 0
1, 0.138416764123, 0.00280112044818, 0
1, 0.136364635021, 0.00280112044818, 0
1, 0.133689043123, 0.00280112044818, 0
1, 0.125548011647, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.136167794257, 0.00280112044818, 0
1, 0.147543714595, 0.00280112044818, 0
1, 0.138879067553, 0.00280112044818, 0
1, 0.154605859899, 0.00280112044818, 0
2, 0.135530257417, 0.00280112044818, 1
1, 0.128975044425, 0.00280112044818, 0
2, 0.157200765811, 0.00280112044818, 0
1, 0.300536361552, 0.00560224089636, 0
1, 0.156184661565, 0.00280112044818, 0
1, 0.44035304777, 0.00840336134454, 0
2, 0.149927714085, 0.00280112044818, 0
1, 0.162211633012, 0.00280112044818, 0
1, 0.149318506904, 0.00280112044818, 0
1, 0.160211555769, 0.00280112044818, 0
1, 0.145938477877, 0.00280112044818, 1
1, 2.22171590384, 0.0420168067227, 0
1, 0.146309830436, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.125548011647, 0.00280112044818, 0
1, 0.143134168709, 0.00280112044818, 0
1, 0.136167794257, 0.00280112044818, 0
1, 0.118901156916, 0.00280112044818, 0
1, 0.141660652788, 0.00840336134454, 0
1, 0.126732928317, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
2, 0.294301717285, 0.00280112044818, 1
1, 0.141660652788, 0.00280112044818, 0
11, 1.58425300502, 0.00280112044818, 0
1, 0.290926615854, 0.00560224089636, 1
1, 0.131939154941, 0.00280112044818, 1
1, 0.145456010998, 0.00280112044818, 0
1, 0.172294344265, 0.00280112044818, 0
2, 0.133019915835, 0.00280112044818, 0
1, 0.277743408524, 0.00560224089636, 0
3, 0.129899347875, 0.00280112044818, 0
1, 0.143289349287, 0.00280112044818, 0
1, 0.145938477877, 0.00280112044818, 1
1, 0.149927714085, 0.00280112044818, 1
10, 0.141801950606, 0.00280112044818, 0
1, 0.135941457918, 0.00280112044818, 0
1, 0.145456010998, 0.00280112044818, 0
1, 0.143082775873, 0.00280112044818, 0
1, 0.145456010998, 0.00280112044818, 1
1, 0.143979761105, 0.00280112044818, 0
1, 0.160211555769, 0.00280112044818, 0
1, 0.139315656978, 0.00280112044818, 0
1, 0.130714186195, 0.00280112044818, 0
2, 0.247588211146, 0.00560224089636, 0
1, 0.166744139502, 0.00280112044818, 0
1, 0.150005399712, 0.00280112044818, 0
3, 0.132084989951, 0.00280112044818, 0
1, 0.15815252598, 0.00280112044818, 1
1, 0.274017205213, 0.00560224089636, 0
1, 0.139931979614, 0.00280112044818, 0
1, 0.155431024133, 0.00280112044818, 0
1, 0.163292926504, 0.00280112044818, 1
1, 0.125577815144, 0.00280112044818, 0
1, 0.152693293991, 0.00280112044818, 0
1, 0.155221229814, 0.00280112044818, 0
1, 0.165646488528, 0.00280112044818, 0
1, 0.145938477877, 0.00280112044818, 0
1, 0.148301872645, 0.00280112044818, 0
1, 0.155536824074, 0.00280112044818, 0
1, 0.148586207077, 0.00280112044818, 0
1, 0.140838743549, 0.00280112044818, 0
2, 0.14656210955, 0.00280112044818, 0
1, 0.142980485436, 0.00280112044818, 0
1, 0.118901156916, 0.00280112044818, 1
1, 0.152334053054, 0.00280112044818, 0
1, 0.154305773216, 0.00280112044818, 0
18, 3.1832354983, 0.00280112044818, 0
1, 0.157200765811, 0.00280112044818, 0
4, 0.155643234154, 0.00280112044818, 0
1, 0.126267666609, 0.00280112044818, 0
1, 0.160623303904, 0.00280112044818, 1
1, 0.154505281132, 0.00280112044818, 0
3, 0.373136222793, 0.00840336134454, 0
